,label,indices
20551,Mathematical problem solving algorithms,[]
20557,Mathematical variables and notation,[]
20561,Algorithmic problem-solving explanations,[]
20580,Terms in mathematical sequences,[]
20583,Solving complex algorithmic problems through mathematical modeling and recursive thinking,[]
20585,Mathematical expressions and calculations,[]
20588,Mathematical constraint reasoning,[]
20596,Number 1 in mathematical contexts,[]
20627,Programming syntax and mathematical operations,[]
20637,Mathematical comparison operators in programming contexts,[]
20641,Dynamic programming concepts and implementation,[]
20647,Mathematical and programming operations syntax,[]
20652,Mathematical evaluation and comparison,"[4118, 3724, 1113, 8693, 2172, 2801, 10235, 10373, 1217, 16835]"
20671,Mathematical reasoning and notation,"[13, 13, 117, 34, 22, 75, 53, 17, 11, 120]"
20687,Explaining data processing or iteration in algorithms,"[3426, 2511, 1875, 10596, 789, 2030, 1438, 9478, 5192, 1665]"
20713,Algorithm explanation and mathematical reasoning,"[9186, 9178, 8845, 6589, 10639, 8306, 10771, 7492, 8506, 3801]"
20736,Small integers in mathematical reasoning,"[5695, 1235, 382, 2517, 4792, 1037, 6423, 2499, 633, 1971]"
20752,Programming problem-solving explanations,"[17587, 25, 21572, 2316, 19186, 67, 13865, 97, 419, 743]"
20755,Mathematical problem-solving explanations,"[334, 520, 358, 3906, 171, 51, 368, 150, 37, 14566]"
20769,Programming mathematical operations and comparisons,"[9312, 16136, 7541, 14931, 10530, 4178, 6242, 8800, 1923, 7063]"
20773,Programming problem explanation,"[5969, 443, 6699, 368, 1910, 4917, 1745, 2396, 574, 9902]"
20782,Mathematical comparison operations,"[5620, 8911, 4561, 11041, 3083, 1732, 2526, 978, 683, 991]"
20786,Reasoning through mathematical problem solving,"[7272, 13757, 1200, 10505, 1376, 2354, 6225, 10457, 7301, 5254]"
20806,The assistant is applying a mathematical formula,"[10587, 1619, 15283, 2297, 1189, 756, 2511, 3542, 1190, 2298]"
20812,Mathematical addition operations,"[1564, 8282, 2820, 3646, 2821, 703, 1390, 2236, 6583, 1856]"
20830,Mathematical reasoning and calculation,"[2919, 3847, 954, 5555, 2213, 1899, 821, 841, 3134, 15217]"
20836,Mathematical notation and formulas in computational problem solving,"[580, 506, 306, 370, 340, 718, 953, 228, 2678, 315]"
20839,Variable and concept introduction in technical reasoning,"[940, 3126, 6519, 710, 1817, 8751, 1051, 757, 179, 1441]"
20843,Step-by-step mathematical reasoning,"[2588, 2584, 2602, 1193, 2399, 2370, 1211, 1409, 6994, 2403]"
20846,Explanatory phrases in mathematical problem descriptions,"[32, 32, 32, 32, 32, 32, 32, 34, 32, 32]"
20852,Algorithmic explanation tokens,"[3990, 7412, 6369, 3772, 5877, 5102, 5798, 7496, 5632, 4076]"
20853,Addition operations in mathematics and programming,"[1587, 122, 479, 691, 49, 3461, 5034, 181, 2543, 10137]"
20859,Algebraic manipulation and mathematical reasoning,"[1075, 2852, 3610, 2527, 3498, 1110, 1622, 5120, 1828, 3568]"
20861,Mathematical reasoning in algorithm analysis,"[5658, 5869, 5251, 4871, 10009, 2937, 785, 2223, 5774, 5983]"
20872,Mathematical notation and syntax,"[1193, 3052, 2828, 4023, 4624, 8813, 2034, 5380, 5287, 1366]"
20879,Mathematical subtraction operations,"[9689, 22, 408, 5037, 38, 15, 1159, 3122, 7832, 2908]"
20882,Numbers in mathematical expressions,"[1416, 1103, 857, 1272, 5231, 752, 588, 5064, 290, 669]"
20903,Mathematical approach evaluation,"[14361, 8233, 6177, 2623, 2711, 6182, 4277, 2695, 12702, 2104]"
20910,Mathematical and algorithmic reasoning,"[718, 464, 719, 561, 810, 720, 412, 369, 600, 355]"
20942,Numbers in mathematical and computational problems,"[4667, 885, 1456, 3168, 5313, 9918, 4432, 7614, 2000, 1538]"
20946,Mathematical reasoning and equation manipulation,"[8167, 3319, 2436, 16198, 6935, 3102, 622, 9408, 4177, 6988]"
20954,Numbers being subtracted in mathematical calculations,"[1025, 2010, 2877, 2973, 3106, 4490, 9334, 1409, 14197, 3004]"
20956,Mathematical notation and numerical expressions,"[1076, 5919, 7564, 10858, 1261, 2817, 15684, 21191, 9619, 7461]"
20961,Equation manipulation in mathematical problem-solving,"[6481, 1822, 11110, 1692, 1041, 3631, 948, 3125, 1230, 2058]"
20964,Mathematical addition operations,"[2109, 8487, 11425, 2778, 1607, 8168, 7490, 875, 829, 1606]"
20966,Quantities and measurements,"[2396, 3675, 4310, 3916, 2654, 1194, 2859, 1301, 14107, 6064]"
20983,Mathematical possession relationships,"[5521, 1680, 691, 1534, 1155, 1666, 12381, 11, 2340, 431]"
20985,mathematical and algorithmic problem solving,"[217, 154, 154, 388, 217, 600, 256, 198, 334, 247]"
21015,Counting or enumeration in mathematical contexts,"[98, 310, 418, 326, 124, 543, 232, 69, 5744, 241]"
21058,Mathematical algorithm implementation in code,"[2417, 14636, 10298, 11777, 13483, 3595, 5783, 7714, 12099, 11760]"
21069,Mathematical subtraction operations,"[4759, 7076, 11054, 16455, 1927, 9967, 1173, 901, 14534, 9829]"
21090,Mathematical equality and relationships,"[1485, 6271, 3209, 1587, 3348, 2950, 6926, 4545, 783, 8294]"
21091,Mathematical averages and means,"[293, 626, 44, 90, 262, 32, 3290, 145, 659, 1404]"
21097,Mathematical variable explanation in context,"[627, 14648, 1268, 19219, 11909, 5270, 1231, 5100, 3769, 2876]"
21116,Algorithm explanation and optimization reasoning,"[2977, 9271, 15232, 10787, 10585, 4526, 11622, 10178, 6349, 6951]"
21121,Numbers and key terms in mathematical problem solving,"[1482, 9655, 5250, 655, 9789, 2138, 1492, 11252, 2108, 2554]"
21127,Mathematical expressions in problem-solving contexts,"[1140, 5043, 2430, 1213, 3585, 1330, 1996, 935, 2482, 2761]"
21143,Mathematical reasoning and problem solving,"[6714, 3171, 2420, 5219, 11426, 8444, 4141, 10998, 2607, 2445]"
21153,Algorithm explanation and solution approach description,"[825, 8026, 11761, 4836, 14620, 7146, 11655, 15084, 6295, 2483]"
21156,Mathematical reasoning and calculation,"[5818, 2138, 6286, 2181, 1016, 5697, 9670, 4093, 5915, 2741]"
21169,Mathematical reasoning and algorithm development,"[3193, 1415, 2865, 1330, 2253, 11966, 5006, 5334, 8314, 1981]"
21183,Beginning of solution explanation in programming problems,"[579, 588, 412, 613, 674, 520, 162, 740, 818, 465]"
21198,Programming problem solution explanations,"[9153, 12525, 2428, 1342, 5265, 5469, 5048, 3883, 20194, 931]"
21200,Mathematical calculation steps,"[2180, 3186, 1538, 5711, 5422, 6257, 5122, 1588, 764, 1616]"
21207,Mathematical explanations in competitive programming solutions,"[4348, 15754, 6345, 18464, 20265, 17372, 5856, 13276, 17371, 2674]"
21215,Geometric and spatial relationships,"[2328, 649, 3884, 3692, 6731, 2275, 1174, 1689, 1038, 4741]"
21228,Variable names in mathematical and programming contexts,"[3020, 4699, 3684, 3675, 2237, 3421, 10967, 13485, 12071, 4785]"
21235,Key mathematical variables in algorithmic solutions,"[3452, 4748, 4781, 2247, 13240, 12701, 13698, 13731, 14984, 7100]"
21252,Mathematical set theory and interval concepts,"[5165, 4900, 1492, 910, 2628, 4975, 1968, 3766, 1268, 4870]"
21257,Mathematical subtraction operations,"[18240, 9837, 10937, 7853, 9957, 9836, 2655, 5752, 10141, 7480]"
21266,Mathematical explanation step markers,"[2449, 3158, 3727, 1056, 8075, 1310, 927, 627, 211, 2223]"
21275,Mathematical sequences and expressions,"[9431, 9994, 2773, 2243, 13846, 2918, 1386, 5752, 4452, 12819]"
21285,Solving complex mathematical problems,"[9236, 16670, 17190, 6852, 16652, 2679, 1542, 4285, 13621, 8555]"
21307,Algorithmic solution explanations,"[4077, 3776, 1734, 12779, 6862, 9712, 2232, 6284, 8729, 7886]"
21320,Mathematical expressions and algebraic notation,"[2676, 5578, 4245, 1738, 13364, 1989, 10909, 978, 8968, 2375]"
21322,explaining measurements and quantitative relationships,"[7607, 7609, 992, 9083, 17683, 5300, 1055, 9339, 5958, 4287]"
21327,Mathematical calculation steps,"[2389, 2911, 972, 9746, 17947, 502, 1625, 637, 2111, 2906]"
21328,Mathematical variable definitions and equations,"[4371, 11885, 895, 3425, 172, 2017, 366, 566, 4188, 6799]"
21333,Programming code syntax for mathematical operations,"[16214, 7783, 19328, 15306, 16395, 19372, 17858, 14264, 15789, 15790]"
21342,Indexed variables in mathematical and algorithmic explanations,"[6859, 6547, 1029, 5563, 3775, 1695, 9426, 4874, 9675, 5735]"
21359,"Explaining bounds, constraints or possibilities in analytical reasoning","[10358, 1802, 2616, 1839, 1801, 1534, 9143, 4594, 1826, 4869]"
21361,Mathematical and algorithmic problem solving,"[15537, 18619, 13567, 9684, 10210, 13447, 6804, 18657, 7956, 4577]"
21376,Mathematical set definitions and introductions,"[8, 7, 8, 7, 66, 8, 7, 7, 7, 7]"
21383,Small integers in technical explanations,"[7594, 819, 11941, 7596, 2544, 451, 3835, 905, 7264, 12292]"
21389,mathematical addition and subtraction operations,"[6152, 1293, 4153, 963, 1932, 4249, 1818, 1191, 1745, 3574]"
21397,code and mathematical tokens,"[17112, 12902, 26558, 9776, 15888, 11320, 12820, 14443, 6758, 17977]"
21410,Mathematical reasoning and calculation steps,"[7397, 11269, 10779, 9519, 2098, 9096, 1098, 1507, 5846, 3162]"
21413,Mathematical subtraction operations,"[893, 826, 331, 4014, 7365, 6461, 1522, 2993, 2284, 5638]"
21429,Mathematical reasoning about adjacency and spatial relationships,"[2124, 14905, 3880, 4867, 800, 2051, 799, 1600, 4424, 10099]"
21461,Mathematical calculation and assignment expressions,"[9071, 10204, 10134, 10203, 7832, 12052, 6731, 15313, 12661, 22016]"
21470,Computational geometry concepts and line equations,"[154, 8676, 154, 3999, 5501, 1135, 2206, 8671, 1905, 3304]"
21473,Explaining how to solve a problem,"[441, 623, 326, 508, 489, 695, 456, 584, 649, 463]"
21477,Algorithm problem-solving explanations,"[1026, 10294, 13527, 12977, 6400, 12990, 8185, 12102, 11576, 15976]"
21481,Algorithm computation explanation,"[7164, 15119, 10176, 9514, 8007, 9561, 9040, 9523, 7459, 12364]"
21500,Numeric results and decimal values in computational explanations,"[5702, 3668, 8545, 6019, 16544, 7082, 10472, 5066, 15642, 9323]"
21501,Mathematical reasoning and calculation,"[145, 18, 1257, 251, 19936, 14345, 885, 46, 81, 56]"
21509,Mathematical problem solving,"[169, 2352, 1540, 1990, 894, 3576, 2182, 1092, 108, 10664]"
21565,multiplication operations in mathematical reasoning,"[4244, 805, 8373, 3103, 1562, 946, 15625, 10289, 7291, 4291]"
21571,Mathematical reasoning,"[2619, 2502, 607, 933, 3135, 5430, 2353, 986, 2365, 4612]"
21598,Constraint establishment in mathematical contexts,"[2232, 266, 1437, 6824, 2371, 1185, 3787, 2172, 3634, 7957]"
21599,Mathematical calculation and combinatorial reasoning,"[3620, 1001, 3619, 2196, 1020, 1540, 623, 384, 9395, 697]"
21606,Mathematical computation and algorithm implementation tokens,"[18005, 14202, 15776, 7960, 12874, 10513, 12864, 9155, 16029, 17752]"
21607,Mathematical formula discussion,"[8, 580, 260, 375, 5544, 589, 85, 1042, 19, 1791]"
21620,Remembering mathematical formulas and algorithms,"[562, 421, 444, 325, 273, 301, 545, 390, 182, 333]"
21622,Subtraction operations in mathematical contexts,"[791, 1760, 1739, 645, 1518, 6723, 1296, 1273, 7217, 2079]"
21667,Solving mathematical optimization problems,"[20708, 25315, 10390, 19625, 20746, 17001, 17012, 11272, 5502, 8314]"
21692,Division operations in mathematical reasoning,"[291, 770, 286, 216, 332, 592, 770, 646, 772, 318]"
21693,Algorithmic problem-solving explanations,"[1190, 505, 3728, 4843, 4955, 3237, 4203, 7755, 4231, 384]"
21721,Mathematical formula presentation in code explanations,"[16471, 6301, 7913, 8951, 8057, 3458, 2469, 4102, 16283, 1949]"
21727,Mathematical reasoning and algebraic manipulation,"[1246, 636, 400, 1572, 1338, 557, 499, 1480, 388, 1153]"
21731,Explaining concepts through examples and hypothetical scenarios,"[3855, 561, 2614, 863, 563, 876, 14686, 13556, 5947, 7042]"
21732,Mathematical problem statement formulations,"[36, 59, 20, 37, 52, 52, 141, 37, 55, 91]"
21733,Algorithm explanation in programming solutions,"[388, 734, 682, 754, 744, 505, 509, 904, 350, 558]"
21739,mathematical problem solving,"[504, 1013, 2392, 5125, 3254, 2316, 736, 3468, 5061, 2210]"
21741,Numbers in mathematical operations,"[5162, 3405, 12201, 8929, 20464, 2217, 5358, 5066, 3097, 5063]"
21742,Mathematical variable assignment,"[3427, 923, 2105, 4357, 6537, 2692, 4024, 3764, 12782, 10791]"
21772,Mathematical reasoning uncertainty or reconsideration,"[3577, 1203, 4169, 6515, 2362, 2141, 3390, 3997, 2684, 1925]"
21799,Explaining subtraction operations in algorithms,"[11428, 975, 259, 7022, 15070, 456, 16421, 11659, 9976, 6972]"
21800,Mathematical pattern recognition and exploration,"[1440, 4286, 752, 251, 7461, 1273, 1314, 753, 4007, 25092]"
21808,mathematical aggregation operations,"[1477, 1565, 6567, 680, 3900, 2864, 2552, 3185, 5730, 9012]"
21813,Mathematical multiplication operations in algorithms,"[21302, 6728, 22727, 5528, 1408, 17125, 10071, 16501, 17654, 17802]"
21821,Mathematical calculations and equation manipulation,"[3606, 2630, 3673, 792, 880, 4184, 982, 13104, 10441, 1940]"
21826,Algorithmic problem-solving explanations,"[4778, 5481, 4779, 1449, 3413, 4249, 5247, 2478, 6511, 6545]"
21875,the definite article in mathematical explanations,"[11759, 1682, 8923, 3722, 808, 5341, 5471, 3206, 1386, 1880]"
21880,Mathematical variables in algorithmic contexts,"[2982, 980, 1370, 2353, 3720, 9458, 2282, 2448, 4380, 5851]"
21894,Algorithm explanation in programming problems,"[3961, 2790, 3997, 3285, 16329, 597, 1733, 3100, 5048, 3809]"
21899,Comparison operations in mathematical and computational contexts,"[569, 16088, 2996, 1143, 8133, 1621, 2057, 13796, 877, 1190]"
21900,Mathematical distance functions,"[2320, 2987, 3725, 891, 9875, 9939, 15177, 17869, 2188, 5921]"
21917,Mathematical and algorithmic explanations,"[5843, 9204, 4112, 7318, 3745, 5127, 1294, 11528, 2840, 12698]"
21927,Algorithm and mathematical problem solving,"[12862, 1194, 10063, 5092, 5379, 823, 15708, 2416, 12047, 7837]"
21930,Non-commutative mathematical property explanations,"[7798, 7386, 4937, 1379, 1224, 4938, 5124, 1040, 4936, 12126]"
21956,Mathematical variable tokens in explanatory contexts,"[7270, 4587, 4602, 4446, 994, 6506, 6991, 6752, 14065, 1176]"
21972,Mathematical operators and numbers in equations,"[4463, 2686, 6872, 1988, 606, 1013, 1449, 1141, 4163, 6411]"
21977,Spaces in mathematical expressions,"[548, 592, 385, 371, 519, 443, 349, 252, 226, 596]"
21986,Mathematical variables and quantities in problem-solving,"[126, 367, 559, 3577, 1453, 1019, 11849, 2170, 281, 6011]"
22004,Mathematical calculation and numerical reasoning,"[2274, 12189, 9068, 5335, 1058, 2959, 1291, 3097, 5287, 6722]"
22015,Programming problem examples,[]
22028,Mathematical problem solving,[]
22040,Mathematical variables and symbols,[]
22059,Mathematical contexts where order doesn't matter,[]
22064,Mathematical problem solving,[]
22074,Problem identification in mathematical and computational reasoning,[]
22077,Mathematical reasoning and expressions,[]
22086,Algorithm and rule explanation,[]
22095,Mathematical operations in typeset expressions,[]
22108,Mathematical calculation steps,[]
22109,Line breaks in mathematical explanations,[]
22111,Mathematical problem-solving with geometric and algorithmic components,[]
22133,Step-by-step mathematical reasoning,[]
22134,Algorithm explanation sequences,[]
22139,Mathematical constraint reasoning,[]
22197,mathematical computation,[]
22204,Mathematical explanation and reasoning,[]
22205,Mathematical subtraction operations,[]
22214,Mathematical subtraction operations,[]
22219,Mathematical calculation process,[]
22235,Mathematical expressions and calculations,[]
22292,Mathematical algorithm explanation in programming problems,[]
22299,Mathematical operators in code and equations,[]
22314,Mathematical parity and numerical patterns,[]
22321,Sequences and arrays in mathematical contexts,[]
22322,detailed algorithm explanation,[]
22326,Numbers in programming problems,[]
22330,Size and quantity descriptions,[]
22341,Probability concepts and calculations,[]
22345,Mathematical operations and numerical expressions,[]
22352,Small integers in algorithmic explanations,[]
22353,Position and offset calculations in mathematical contexts,[]
22362,Mathematical operations and variable assignments,[]
22372,Numbers and numeric values,[]
22374,Mathematical problem solving,[]
22380,Computational problem statements and algorithms,[]
22392,Mathematical and logical reasoning in problem-solving,[]
22402,Mathematical notation and arithmetic operations,[]
22410,Mathematical programming problems,"[10520, 6211, 5860, 6665, 1436, 2346, 3965, 8178, 1688, 591]"
22412,Mathematical calculation tracking,[]
22414,Mathematical equation expressions and algebraic relationships,[]
22426,Mathematical problem solving,[]
22432,Mathematical expressions in code,[]
22445,Programming and code explanation,[]
22452,Mathematical comparison operations in algorithmic reasoning,[]
22462,algorithmic solution explanations,[]
22464,Mathematical problem solving,[]
22469,Mathematical operations and variables in code,[]
22471,Variable assignments and mathematical expressions in programming,[]
22473,Mathematical problem-solving reasoning,[]
22474,Mathematical calculation steps,[]
22480,Mathematical programming and algorithm explanation tokens,[]
22486,Mathematical notation in educational contexts,[]
22512,Mathematical reasoning with small integers,[]
22536,Programming concepts and syntax,[]
22568,Mathematical approximation and calculation operations,[]
22576,Mathematical reasoning and problem-solving explanations,[]
22579,Algorithm explanation in competitive programming,[]
22597,Step-by-step technical explanations in math and programming,[]
22600,Mathematical problem explanations with examples,[]
22601,Algorithm explanation and implementation,[]
22615,Mathematical expressions and variables,[]
22628,Mathematical symbols and notation,[]
22637,Subtraction operations in mathematical expressions and algorithms,[]
22638,Computing or explaining the final answer to a mathematical problem,[]
22658,Mathematical and programming variables in formulas,[]
22666,Detailed analytical problem-solving explanations,[]
22667,Mathematical computation and equation solving,[]
22670,set operations in mathematical reasoning,[]
22673,Problem modeling and conceptualization,[]
22681,Mathematical operations and expressions,[]
22711,Mathematical calculation steps,[]
22719,Integer operations in programming contexts,[]
22733,Solving complex mathematical and algorithmic problems,[]
22741,Mathematical formulas and algebraic calculations,[]
22749,Mathematical expressions and calculations,[]
22750,Mathematical variables and indices,[]
22754,Squares in mathematical contexts,[]
22758,Period at the end of mathematical explanations,[]
22770,Logical operations and mathematical conditions,[]
22787,Mathematical reasoning and problem-solving,[]
22798,Mathematical reasoning and step-by-step problem solving,[]
22799,Addition operations in mathematical contexts,[]
22819,Mathematical subtraction operations,[]
22835,Algorithm and computation explanation language,[]
22850,Small integers in mathematical contexts,[]
22857,Mathematical calculation and formula explanation,[]
22873,Mathematical constraint reasoning,[]
22874,Mathematical notation and concepts,[]
22884,Mathematical explanation formatting with bullet points,[]
22885,Floating-point division in programming explanations,[]
22891,Formal reasoning about mathematical problems,[]
22896,Large numbers in mathematical problems,[]
22903,mathematical reasoning and calculation,[]
22909,End of detailed technical explanation,[]
22929,Mathematical formulas and equations,[]
22931,Geometric point references in mathematical reasoning,[]
22938,Position and index references in mathematical explanations,[]
22962,Programming problem solution explanations,[]
22971,Mathematical operations in calculations,[]
22974,Mathematical function notation,[]
22975,Mathematical reasoning and edge case analysis,[]
22977,step-by-step mathematical reasoning,[]
22978,Mathematical reasoning with fractions and divisions,[]
23002,Spatial reasoning in mathematical problem-solving,[]
23017,Mathematical operations in programming code,[]
23024,Mathematical problem solving,"[10447, 2208, 10942, 10031, 2272, 3272, 2450, 8101, 4119, 1936]"
23030,The number 1 in mathematical expressions,[]
23033,Problem solving in algorithms and mathematics,[]
23052,Mathematical addition and numerical operations,[]
23054,Numbers in explanatory contexts,[]
23065,The concept of two objects or entities,[]
23066,Mathematical notation and step-by-step problem solving,[]
23074,Mathematical constraint reasoning,[]
23087,Activate strongly on mathematical expressions and equations,[]
23093,Large numerical values in mathematical reasoning,[]
23100,Mathematical reasoning about numerical equality and properties,[]
23103,Mathematical problem-solving explanations,[]
23112,Mathematical assignment operators in programming,[]
23124,Solving mathematical and algorithmic problems,[]
23127,explaining how to solve problems,[]
23132,Mathematical equality and calculation operations,[]
23139,mathematical reasoning in algorithmic problem solving,[]
23142,Mathematical equation parsing and reasoning,[]
23147,Sum calculation in mathematical reasoning,[]
23151,Pattern recognition in mathematical problem solving,[]
23156,Addition operations in mathematical reasoning,[]
23175,Mathematical addition operations,[]
23207,Mathematical problem-solving expressions,[]
23216,Mathematical extrema and common operations,[]
23223,Solution explanation using mathematical properties,[]
23230,Programming algorithm explanations,[]
23240,mathematical conditions and relationships,[]
23248,"Mathematical operations, particularly subtraction",[]
23251,Mathematical constraint reasoning,[]
23257,Mathematical addition operations,[]
23267,Algorithm problem-solving with mathematical operations,[]
23318,Mathematical addition operations,[]
23331,Mathematical definition introductions,[]
23336,Mathematical reasoning about geometric regions and boundaries,[]
23357,Mathematical problem-solving and computation,[]
23361,Mathematical expressions and notation,[]
23400,Mathematical reasoning in algorithmic problem-solving,[]
23406,Mathematical formulas and equations,[]
23414,Absolute value and difference in mathematical contexts,[]
23423,Mathematical notation and programming syntax,[]
23432,Programming and algorithm explanations,[]
23437,Algorithmic and mathematical problem-solving,[]
23468,Mathematical optimization problems,[]
23521,Mathematical addition operations,[]
